example_id                                                         | status  | run_time        |
./spec/routing/users/musics_routing_spec.rb[1:1:3]                 | passed  | 0.00242 seconds |
./spec/routing/users/musics_routing_spec.rb[1:1:4]                 | passed  | 0.00332 seconds |
./spec/routing/users/requests_routing_spec.rb[1:1:1]               | passed  | 0.00346 seconds |
./spec/routing/users/requests_routing_spec.rb[1:1:2]               | passed  | 0.00264 seconds |
./spec/routing/users/requests_routing_spec.rb[1:1:3]               | passed  | 0.00253 seconds |
./spec/routing/users/requests_routing_spec.rb[1:1:4]               | passed  | 0.00231 seconds |
./spec/routing/users/user_links_routing_spec.rb[1:1:1]             | passed  | 0.00258 seconds |
./spec/routing/users/user_links_routing_spec.rb[1:1:2]             | passed  | 0.00297 seconds |
./spec/routing/users/user_relationships_routing_spec.rb[1:1:1]     | passed  | 0.0032 seconds  |
./spec/routing/users/user_relationships_routing_spec.rb[1:1:2]     | passed  | 0.00254 seconds |
